date,power_demand,load_shed,rainfall,mean_apparent_temperature
2020-05-02,2364,0,11.2,29.9
2020-05-03,2698,0,5.2,30.1
2020-05-04,3024,0,0.2,31.9
2020-05-05,3024,0,8.8,33.8
2020-05-06,2793,0,16.3,31.7
2020-05-07,2557,0,0.7,33.3
2020-05-08,2932,0,0.5,33.1
2020-05-09,3131,0,1.2,35.2
2020-05-10,2979,0,0.4,35.3
2020-05-11,3309,0,0.7,37
2020-05-12,3356,0,0,36.2
2020-05-13,2958,0,9.7,35
2020-05-14,3087,0,0,34.6
2020-05-15,2870,0,4.5,34.1
2020-05-16,3475,0,0.4,35.4
2020-05-17,3538,0,0.2,36.4
2020-05-18,3615,0,0.5,36.2
2020-05-19,3446,0,0.3,34.6
2020-05-20,2614,0,10.7,30.3
2020-05-21,2847,0,55.2,29.2
2020-05-22,2942,0,1.6,31.9
2020-05-23,3027,0,3.1,34.5
2020-05-24,2783,0,0.4,33.1
2020-05-25,2665,0,0.2,32.4
2020-05-26,2626,0,0,31.4
2020-05-27,2061,0,8.7,32
2020-05-28,2601,0,18.1,32
2020-05-29,2593,0,19.1,31
2020-05-30,2934,0,11.6,31.5
2020-05-31,3240,0,13,33.5
2020-06-01,3400,0,5.5,34.1
2020-06-02,3422,0,10.5,33.7
2020-06-03,3232,0,23.5,32.7
2020-06-04,3003,0,45,33.1
2020-06-05,3161,0,7,34
2020-06-06,3313,0,8.8,34
2020-06-07,3612,0,5.1,34.8
2020-06-08,3601,0,5.1,34.8
2020-06-09,3752,0,0.5,36.6
2020-06-10,3659,0,1.8,35.3
2020-06-11,3563,0,17.7,32.5
2020-06-12,3137,0,13.9,32
2020-06-13,3412,0,8.6,32.4
2020-06-14,3660,0,6.3,33.2
2020-06-15,3773,0,4.3,33.4
2020-06-16,3683,0,17.9,32.9
2020-06-17,3442,0,41.4,31.5
2020-06-18,3439,0,14.4,31.6
2020-06-19,3252,0,11.1,32.9
2020-06-20,3613,0,1.2,33.1
2020-06-21,3464,0,3,32
2020-06-22,3678,0,5.2,32.6
2020-06-23,3751,0,3.2,33.5
2020-06-24,3875,0,1.1,35.3
2020-06-25,3862,0,0.6,35.2
2020-06-26,3489,0,9,33.8
2020-06-27,3649,0,33.8,33
2020-06-28,3539,0,49.2,32.4
2020-06-29,3784,0,19.8,32.9
2020-06-30,3770,0,2.7,34.5
2020-07-01,3923,0,7.8,35.1
2020-07-02,3946,0,2.7,34.6
2020-07-03,3521,0,0.9,35.4
2020-07-04,3864,0,17.5,33.9
2020-07-05,3745,0,6.8,31.8
2020-07-06,3696,0,6.4,32.5
2020-07-07,3895,0,4,33
2020-07-08,3889,0,14,33.5
2020-07-09,3887,0,22.4,32.6
2020-07-10,3530,0,14.3,32.9
2020-07-11,3628,0,33.9,32.1
2020-07-12,3546,0,24.4,32.2
2020-07-13,3911,0,12,33
2020-07-14,3893,0,11.5,32.7
2020-07-15,3934,0,6.2,32.8
2020-07-16,3872,0,0.9,33.8
2020-07-17,3587,0,6.8,34.3
2020-07-18,3942,0,3.1,34.3
2020-07-19,3935,0,13.7,33.5
2020-07-20,,,20.3,32.5
2020-07-21,3620,0,29.8,32.2
2020-07-22,3806,0,34.8,32.3
2020-07-23,3814,0,7,32.4
2020-07-24,3436,0,5.7,32.5
2020-07-25,3970,0,0.4,34.6
2020-07-26,4095,0,0.3,36.1
2020-07-27,3870,0,12.7,35.6
2020-07-28,3705,0,17,34.5
2020-07-29,3579,0,9.2,33
2020-07-30,3158,0,1.5,34.1
2020-07-31,2822,0,0.5,35.5
2020-08-01,2884,0,0.7,36.9
2020-08-02,2898,0,2.4,37.3
2020-08-03,3013,0,11.6,37.4
2020-08-04,3041,0,35.8,34.4
2020-08-05,3054,0,14.9,33.2
2020-08-06,3173,0,10.8,32.7
2020-08-07,3225,0,5.8,34
2020-08-08,3581,0,0.9,34.2
2020-08-09,3728,0,0.9,34.3
2020-08-10,3837,0,0.7,34.3
2020-08-11,3848,0,5.7,33.9
2020-08-12,3949,0,5.2,33.7
2020-08-13,4022,0,0.8,34.4
2020-08-14,3469,0,0.3,34.3
2020-08-15,3308,0,2.8,31.4
2020-08-16,3772,0,5.4,31.9
2020-08-17,3804,0,2.3,32.1
2020-08-18,3532,0,8.7,32.7
2020-08-19,3755,0,7.8,30.8
2020-08-20,3611,0,20.8,29.4
2020-08-21,3172,0,18.6,30.2
2020-08-22,3692,0,24.8,31.1
2020-08-23,3927,0,14.4,32.6
2020-08-24,4075,0,2,33.5
2020-08-25,3888,0,3.3,33.1
2020-08-26,3843,0,12.4,30.1
2020-08-27,3836,0,4.8,31.9
2020-08-28,3479,0,2.8,32.9
2020-08-29,3877,0,0.5,34.9
2020-08-30,3864,0,1.7,35.6
2020-08-31,4228,0,9.8,35.2
2020-09-01,3755,0,21.8,33.2
2020-09-02,2898,0,1.8,33.7
2020-09-03,4129,0,0,34.7
2020-09-04,3766,0,0,35.4
2020-09-05,4142,0,0.2,35.4
2020-09-06,4088,0,0.4,35
2020-09-07,4021,0,6.4,35
2020-09-08,4125,0,3.6,35.4
2020-09-09,4074,0,4.2,35.3
2020-09-10,3979,0,31.2,33.8
2020-09-11,3517,0,5,33.9
2020-09-12,4039,0,3.6,34.5
2020-09-13,4139,0,2.7,35
2020-09-14,4034,0,5,33.7
2020-09-15,4061,0,9.7,33.4
2020-09-16,4103,0,8.2,33.5
2020-09-17,3910,0,5.8,34.3
2020-09-18,3609,0,0.6,36.3
2020-09-19,4311,0,0,37
2020-09-20,4274,0,2.1,37
2020-09-21,4202,0,13.7,31.3
2020-09-22,4107,0,13,31.9
2020-09-23,3981,0,8.9,31.6
2020-09-24,4062,0,25.6,31.3
2020-09-25,3350,0,6.9,31.6
2020-09-26,3812,0,18.6,31.4
2020-09-27,3863,0,7.8,32.3
2020-09-28,4171,0,3.9,34.4
2020-09-29,4236,0,5.3,35.1
2020-09-30,4186,0,11.5,34.6
2020-10-01,3992,0,5.5,34.6
2020-10-02,3550,0,2,34.3
2020-10-03,4072,0,3.1,34.2
2020-10-04,4241,0,4.2,34.2
2020-10-05,4026,0,11.4,33.3
2020-10-06,4076,0,3.9,33
2020-10-07,4043,0,8.5,33.3
2020-10-08,4132,0,0.4,35
2020-10-09,3705,0,0,35.6
2020-10-10,4179,0,4,36.5
2020-10-11,4332,0,2.2,36.5
2020-10-12,4291,0,3,35.8
2020-10-13,4261,0,1.9,36
2020-10-14,4114,0,4,36
2020-10-15,4285,0,0,35.5
2020-10-16,3665,0,0.2,35.5
2020-10-17,4203,0,0,35.1
2020-10-18,4227,0,0.7,33.7
2020-10-19,4222,0,5,34.5
2020-10-20,4226,0,0.8,34.6
2020-10-21,4061,0,7.8,32.8
2020-10-22,3647,0,32.2,29.9
2020-10-23,2802,0,88.2,27.7
2020-10-24,3509,0,0.4,29.5
2020-10-25,3771,0,0.7,31.2
2020-10-26,3697,0,0.1,32
2020-10-27,3946,0,0,30.7
2020-10-28,3966,0,0,30.8
2020-10-29,4220,0,0,32.3
2020-10-30,3549,0,0,33.4
2020-10-31,3971,0,7.4,31.6
2020-11-01,3792,0,5,30.4
2020-11-02,4000,0,1.3,30.5
2020-11-03,4013,0,2.1,31.2
2020-11-04,3697,0,0.1,29.7
2020-11-05,3379,0,0,27
2020-11-06,2599,0,0,23.4
2020-11-07,3296,0,0,23.9
2020-11-08,3494,0,0,25.9
2020-11-09,3600,0,0,25.8
2020-11-10,3623,0,0,26.4
2020-11-11,3530,0,0,26.3
2020-11-12,3693,0,0,27
2020-11-13,2970,0,0,27.4
2020-11-14,3511,0,0,27
2020-11-15,3550,0,0,26.5
2020-11-16,3541,0,0,26.1
2020-11-17,3563,0,0,25.6
2020-11-18,3368,0,0,25.6
2020-11-19,3311,0,0,27.1
2020-11-20,2708,0,0.6,28.1
2020-11-21,3294,0,6.8,26.6
2020-11-22,3223,0,0,23
2020-11-23,3156,0,0,19.5
2020-11-24,3042,0,0,20.4
2020-11-25,3133,0,0,21.5
2020-11-26,3127,0,0,22
2020-11-27,2397,0,0,23.2
2020-11-28,3168,0,0,23.2
2020-11-29,3150,0,0,22.5
2020-11-30,3185,0,0,22
2020-12-01,3189,0,0,22.3
2020-12-02,3142,0,0,22.9
2020-12-03,3200,0,0,23.6
2020-12-04,2601,0,0,24.1
2020-12-05,3109,0,0,24
2020-12-06,3087,0,0,23.9
2020-12-07,3085,0,0,23.8
2020-12-08,3089,0,0,22.3
2020-12-09,2980,0,0,22.4
2020-12-10,3089,0,0,22.7
2020-12-11,2498,0,0,22.5
2020-12-12,3001,0,0,21.3
2020-12-13,2968,0,0,21.7
2020-12-14,3050,0,0,20.9
2020-12-15,3014,0,0,20.5
2020-12-16,2305,0,0,21
2020-12-17,2708,0,0,20.1
2020-12-18,2351,0,0,17.7
2020-12-19,2798,0,0,15
2020-12-20,2938,0,0,16.2
2020-12-21,3004,0,0,17
2020-12-22,3076,0,0,18.1
2020-12-23,2957,0,0,18.4
2020-12-24,2998,0,0,18.9
2020-12-25,2396,0,0,18.5
2020-12-26,2953,0,0,17.5
2020-12-27,3033,0,0,17
2020-12-28,2957,0,0,17.3
2020-12-29,2981,0,0,17.3
2020-12-30,2960,0,0,18.1
2020-12-31,2939,0,0,17.7
2021-01-01,2386,0,0,17.9
2021-01-02,2868,0,0,18.3
2021-01-03,2918,0,0,18.3
2021-01-04,3027,0,0,19.6
2021-01-05,3040,0,0,20.8
2021-01-06,3041,0,0,21
2021-01-07,3108,0,0,23.2
2021-01-08,2560,0,0,21.7
2021-01-09,3069,0,0,22.1
2021-01-10,3127,0,0,23.6
2021-01-11,3226,0,0,23.5
2021-01-12,3125,0,0,21.6
2021-01-13,3039,0,0,18.5
2021-01-14,3031,0,0,19
2021-01-15,2422,0,0,17.5
2021-01-16,2990,0,0,17.4
2021-01-17,3102,0,0,17.4
2021-01-18,3087,0,0,18.7
2021-01-19,3078,0,0,20.1
2021-01-20,3045,0,4.6,21.2
2021-01-21,3062,0,0,19
2021-01-22,2451,0,0,17.4
2021-01-23,2986,0,0,17.5
2021-01-24,3048,0,0,18.8
2021-01-25,3017,0,0,18.1
2021-01-26,2995,0,0,18.4
2021-01-27,3025,0,0,16.3
2021-01-28,2987,0,0,16.8
2021-01-29,2448,0,0,17.6
2021-01-30,2895,0,0,17.6
2021-01-31,2964,0,0,15
2021-02-01,3025,0,0,15.4
2021-02-02,2981,0,0,16.6
2021-02-03,3063,0,0,17.7
2021-02-04,3036,0,0,19
2021-02-05,2454,0,0,19.7
2021-02-06,3050,0,0.4,20.2
2021-02-07,3007,0,0.9,18.5
2021-02-08,3076,0,0,18.6
2021-02-09,3080,0,0,19.2
2021-02-10,3136,0,0,20.1
2021-02-11,3135,0,0,21.4
2021-02-12,2490,0,0,20.9
2021-02-13,2942,0,0,20.9
2021-02-14,3189,0,0,21.5
2021-02-15,3215,0,0,23.5
2021-02-16,3260,0,0,23.2
2021-02-17,3343,0,0,22.2
2021-02-18,3292,0,0,23.9
2021-02-19,2704,0,0,24.2
2021-02-20,3027,0,0,22.7
2021-02-21,2560,0,0,22.4
2021-02-22,3280,0,0,22.1
2021-02-23,3380,0,0,22.8
2021-02-24,3409,0,0,25.2
2021-02-25,3533,0,0,25.7
2021-02-26,2980,0,0,26.8
2021-02-27,3595,0,0,27.5
2021-02-28,3865,0,0,27.7
2021-03-01,3884,0,0.3,28.9
2021-03-02,3747,0,0,27.7
2021-03-03,3639,0,0,27.3
2021-03-04,3643,0,0,25.3
2021-03-05,3185,0,0,27.6
2021-03-06,,,0,28.5
2021-03-07,3879,0,0,28.3
2021-03-08,3999,0,0.3,29.2
2021-03-09,4092,0,0,29.5
2021-03-10,4036,0,0,30.3
2021-03-11,4074,0,0.5,30.6
2021-03-12,3552,0,0,31.1
2021-03-13,3205,0,1.2,29.4
2021-03-14,3808,0,0,27
2021-03-15,3931,0,0,27.9
2021-03-16,4012,0,0,29.3
2021-03-17,3650,0,0,27.8
2021-03-18,3995,0,0,29.7
2021-03-19,3458,0,0,28.9
2021-03-20,4167,0,0,30.9
2021-03-21,4375,0,0,32.1
2021-03-22,4250,0,0,30.7
2021-03-23,4331,0,0,30.7
2021-03-24,4324,0,0,32.1
2021-03-25,4324,0,0,30.4
2021-03-26,3606,0,0,30.5
2021-03-27,4299,0,0,29.8
2021-03-28,4327,0,0,30
2021-03-29,4054,0,1.1,31.5
2021-03-30,3873,0,4.9,32.6
2021-03-31,4450,0,1.1,33
2021-04-01,4555,0,0,33.3
2021-04-02,3792,0,0,32.3
2021-04-03,4377,0,0,32.4
2021-04-04,4055,0,0.6,31.5
2021-04-05,3765,0,0,31.3
2021-04-06,3967,0,0,30.4
2021-04-07,4193,0,0,31.4
2021-04-08,3717,0,0,31.1
2021-04-09,3717,0,0.1,32.4
2021-04-10,4337,0,0.5,33.8
2021-04-11,4366,0,0,34.6
2021-04-12,4398,0,0,34.1
2021-04-13,4246,0,0,34
2021-04-14,4013,0,0.3,34.1
2021-04-15,4189,0,0.5,33.2
2021-04-16,3979,0,4.5,32.7
2021-04-17,3844,0,0,33
2021-04-18,4043,0,0.1,32.8
2021-04-19,4291,0,1.9,32.7
2021-04-20,4292,0,0,33.3
2021-04-21,4343,0,0.5,34.6
2021-04-22,4049,0,7.5,33.4
2021-04-23,3584,0,0,31.9
2021-04-24,4142,0,0,33.4
2021-04-25,4299,0,0,34.6
2021-04-26,4451,0,0,34.7
2021-04-27,4543,45,0,34.8
2021-04-28,4566,0,0,36
2021-04-29,4605,0,0.3,36
2021-04-30,4154,0,0.1,35.1
2021-05-01,3746,0,1.3,34.8
2021-05-02,4370,0,1.5,34.4
2021-05-03,4312,0,25.6,32
2021-05-04,3967,0,12.9,30.4
2021-05-05,4161,0,2.7,31.2
2021-05-06,4209,0,10.3,31.8
2021-05-07,4020,0,11.2,32
2021-05-08,4349,0,4.5,32.4
2021-05-09,3817,0,7.4,33
2021-05-10,3576,0,2.6,32.7
2021-05-11,2908,0,18.3,31.6
2021-05-12,3002,0,11.3,30.9
2021-05-13,2526,0,21.1,32.1
2021-05-14,2625,0,9.2,31.4
2021-05-15,2402,0,0.3,35
2021-05-16,3050,0,0.4,36
2021-05-17,3310,0,0.9,36.8
2021-05-18,3073,0,10.9,36.4
2021-05-19,3819,0,7.6,35.7
2021-05-20,3820,0,0.4,36
2021-05-21,3778,0,0,35.7
2021-05-22,4259,0,0.2,36.8
2021-05-23,4570,0,0.2,37.7
2021-05-24,4695,0,20.9,37.8
2021-05-25,4275,0,41.3,34.4
2021-05-26,3827,0,2.9,30.2
2021-05-27,4013,0,2.4,30.8
2021-05-28,3748,0,1.6,33.6
2021-05-29,4453,0,0.8,35.6
2021-05-30,4121,0,0.1,35.4
2021-05-31,4079,0,17.6,32.5
2021-06-01,3896,0,23.2,31.7
2021-06-02,4333,0,11.3,33.3
2021-06-03,4248,0,4.8,34.7
2021-06-04,4025,0,1.5,35.5
2021-06-05,3988,0,20.1,34.5
2021-06-06,3728,0,34.2,31.5
2021-06-07,4008,0,36.5,31.7
2021-06-08,4082,0,16.2,33.3
2021-06-09,4226,0,0.8,34
2021-06-10,4400,0,3.4,33.8
2021-06-11,3635,0,15.9,31.2
2021-06-12,4337,0,7.2,31.9
2021-06-13,4427,0,1,33
2021-06-14,4358,0,6.4,32.4
2021-06-15,4299,0,9.7,31.7
2021-06-16,4105,0,45.6,30.4
2021-06-17,4093,0,9.1,30.7
2021-06-18,3478,0,34.9,29.3
2021-06-19,3723,0,46.4,30.2
2021-06-20,4053,0,22.8,31.3
2021-06-21,4166,0,22.1,32.1
2021-06-22,4084,0,9.2,32.1
2021-06-23,4267,0,2.5,32.9
2021-06-24,4272,0,4.1,32.4
2021-06-25,3866,0,5.2,32.7
2021-06-26,4360,0,0.9,33.5
2021-06-27,4330,0,2.3,33.8
2021-06-28,4411,0,10.3,33.5
2021-06-29,3895,0,12.5,32.6
2021-06-30,3435,0,12.8,33.7
2021-07-01,3492,0,24.9,32.9
2021-07-02,3023,0,33.5,33.1
2021-07-03,3842,0,10.9,31.7
2021-07-04,3890,0,3.3,32.2
2021-07-05,4087,0,2.2,33.2
2021-07-06,4037,0,4.3,34.1
2021-07-07,3934,0,26.8,33.2
2021-07-08,4011,0,43,32.7
2021-07-09,3737,0,1.6,34.3
2021-07-10,4254,0,0.5,34.6
2021-07-11,4477,0,0.5,35.9
2021-07-12,4330,0,4.6,35.4
2021-07-13,4298,0,4,33.3
2021-07-14,4359,0,1.8,33.3
2021-07-15,4465,0,0.3,34.8
2021-07-16,4008,0,0.8,35.4
2021-07-17,4313,0,9.4,34.1
2021-07-18,4126,0,3.1,35.1
2021-07-19,3368,0,8.5,34.9
2021-07-20,2949,0,28.6,34.2
2021-07-21,3010,0,0.3,34.6
2021-07-22,2909,0,0.6,34.6
2021-07-23,2763,0,5.2,31.1
2021-07-24,2796,0,15.6,31.6
2021-07-25,2926,0,5.6,33.2
2021-07-26,3149,0,2.5,35
2021-07-27,2883,0,23.1,34
2021-07-28,2831,0,13.6,30.9
2021-07-29,2709,0,33,28.8
2021-07-30,2753,0,11.4,31.1
2021-07-31,2938,0,3.9,32.1
2021-08-01,3498,0,17.4,32.7
2021-08-02,3628,0,17.7,32.8
2021-08-03,3905,0,9.4,34.3
2021-08-04,3941,0,15.9,33.4
2021-08-05,4027,0,0.5,35.8
2021-08-06,3559,0,13.1,34.2
2021-08-07,3960,0,10.6,32.6
2021-08-08,3884,0,23.2,32.3
2021-08-09,4067,0,5.9,33.3
2021-08-10,3900,0,13,34.5
2021-08-11,4108,0,20,34.3
2021-08-12,4166,0,8.1,33.2
2021-08-13,3751,0,22.9,32.5
2021-08-14,4206,0,12.5,33
2021-08-15,3771,0,2.2,34.9
2021-08-16,4325,0,8.2,33.2
2021-08-17,4275,0,4.8,31.8
2021-08-18,4279,0,4.8,31.2
2021-08-19,4213,0,1.9,30.9
2021-08-20,3727,0,9.2,31.6
2021-08-21,4257,0,0.3,32.8
2021-08-22,4534,0,0.4,33.8
2021-08-23,4297,0,5.8,34
2021-08-24,4436,0,8.5,34.9
2021-08-25,4510,0,30,34.3
2021-08-26,4241,0,15.4,33.1
2021-08-27,3850,0,2.9,33.6
2021-08-28,4446,0,0.8,33.9
2021-08-29,4320,0,5.9,32.9
2021-08-30,4306,0,2.5,33
2021-08-31,4403,0,5.5,34.2
2021-09-01,4358,0,0.9,34.7
2021-09-02,4430,0,21.8,34.9
2021-09-03,3972,0,5,35.1
2021-09-04,4344,0,1.1,36.1
2021-09-05,4572,0,7.2,36.3
2021-09-06,4547,0,11.1,33.4
2021-09-07,4463,0,3.4,32.2
2021-09-08,4494,0,4.9,33.6
2021-09-09,4429,0,0.8,35.2
2021-09-10,4059,0,1.1,36.2
2021-09-11,4637,0,6.7,35.8
2021-09-12,4591,0,1,34.3
2021-09-13,4359,0,2.9,31.9
2021-09-14,4253,0,27,31.2
2021-09-15,4636,0,0.8,34.2
2021-09-16,4565,0,3,34.2
2021-09-17,3777,0,7.1,33.4
2021-09-18,4517,0,12.2,32
2021-09-19,4349,0,24.9,31.2
2021-09-20,4364,0,6.3,30.8
2021-09-21,4452,0,10,30.9
2021-09-22,4486,0,12.7,31.3
2021-09-23,4557,0,0.8,34
2021-09-24,4125,0,0,35.5
2021-09-25,4387,0,7.7,35.7
2021-09-26,4802,0,4.3,35.5
2021-09-27,4560,0,14.8,33.8
2021-09-28,4314,0,1,31.6
2021-09-29,4425,0,3.1,31.8
2021-09-30,4607,0,0.3,33.8
2021-10-01,3992,0,0.1,34.9
2021-10-02,4562,0,0.4,34.4
2021-10-03,4196,0,5.8,33.6
2021-10-04,4550,0,9.4,33
2021-10-05,4309,0,5.1,33.3
2021-10-06,4358,0,0.6,35.3
2021-10-07,4567,0,0.2,35.4
2021-10-08,3962,0,1.4,35.3
2021-10-09,4596,0,0.8,35.7
2021-10-10,4667,0,0.3,35.4
2021-10-11,4596,0,0,35.2
2021-10-12,4653,0,0.2,35.5
2021-10-13,4699,0,3.8,35.1
2021-10-14,4554,0,1.8,36.3
2021-10-15,4140,0,3.3,36.6
2021-10-16,4441,0,3.1,34.6
2021-10-17,4342,0,6.6,33.9
2021-10-18,4240,0,17.2,29.8
2021-10-19,4120,0,46.5,30.5
2021-10-20,3748,0,15.5,29.9
2021-10-21,4236,0,2.1,30.3
2021-10-22,3423,0,0.5,29.4
2021-10-23,4143,0,0,29.7
2021-10-24,4254,0,0,30.1
2021-10-25,4212,0,0,30.4
2021-10-26,4248,0,0,30.7
2021-10-27,4325,0,0,30.3
2021-10-28,4379,0,0,30.6
2021-10-29,3597,0,0,30.7
2021-10-30,4194,0,0,29
2021-10-31,4007,0,0,26.5
2021-11-01,3896,0,0,25.6
2021-11-02,3794,0,0,25.7
2021-11-03,3840,0,0,26.5
2021-11-04,3641,0,0,25.1
2021-11-05,3010,0,0,23.9
2021-11-06,3560,0,0,23.4
2021-11-07,3633,0,0,23.7
2021-11-08,3692,0,0,24.1
2021-11-09,3822,0,0,24.8
2021-11-10,3809,0,0,25.3
2021-11-11,3811,0,0,26
2021-11-12,3049,0,0,26.8
2021-11-13,3244,0,0,25
2021-11-14,3339,0,2.3,25
2021-11-15,3519,0,3.8,26.4
2021-11-16,2740,0,0,25.3
2021-11-17,3549,0,0,23.2
2021-11-18,3656,0,0,22.4
2021-11-19,2845,0,0,22.5
2021-11-20,3552,0,0,23.7
2021-11-21,3364,0,0,24.6
2021-11-22,3762,0,0,25.5
2021-11-23,3818,0,0,26.9
2021-11-24,3721,0,0,25.1
2021-11-25,3603,0,0,23.3
2021-11-26,2801,0,0,22.9
2021-11-27,3454,0,0,21.6
2021-11-28,3376,0,0,21.4
2021-11-29,3554,0,0,21.5
2021-11-30,3484,0,0,21.9
2021-12-01,3481,0,0,22.7
2021-12-02,3546,0,0,23.2
2021-12-03,2812,0,0,23.6
2021-12-04,3413,0,0.1,23.1
2021-12-05,3309,0,8,22.8
2021-12-06,2971,0,98,21.9
2021-12-07,3321,0,6.9,24.2
2021-12-08,3357,0,0,24.3
2021-12-09,3525,0,0,24.5
2021-12-10,2687,0,0,23.9
2021-12-11,3175,0,0,21.3
2021-12-12,3177,0,0,19.6
2021-12-13,3227,0,0,17.8
2021-12-14,3299,0,0,18.7
2021-12-15,3197,0,0,18.5
2021-12-16,2369,0,0,19
2021-12-17,2569,0,0,18.7
2021-12-18,3183,0,0,17.9
2021-12-19,3179,0,0,17.1
2021-12-20,3242,0,0,15.8
2021-12-21,3278,0,0,17.5
2021-12-22,3258,0,0,18.6
2021-12-23,3226,0,0,19.3
2021-12-24,2590,0,0,18.8
2021-12-25,3143,0,0,19.7
2021-12-26,3211,0,0,19.8
2021-12-27,3298,0,0,19.8
2021-12-28,3339,0,0,19
2021-12-29,3294,0,0,19.1
2021-12-30,3283,0,0,19.4
2021-12-31,2581,0,0,18.9
2022-01-01,3061,0,0,18.1
2022-01-02,3233,0,0,18.2
2022-01-03,3233,0,0,18.1
2022-01-04,3259,0,0,18
2022-01-05,3152,0,0,17.7
2022-01-06,3267,0,0,18.1
2022-01-07,2722,0,0,19.4
2022-01-08,3495,0,0,20.1
2022-01-09,3552,0,0,20.3
2022-01-10,3671,0,0,20.8
2022-01-11,3594,0,0.3,21.7
